vehicle_id,driver_id,vehicle_model,vehicle_year,engine_cc,transmission_type,odometer_km,last_service_km,current_mileage,daily_distance_km,city_driving_percent,highway_driving_percent,driving_style,ac_usage_percent,fuel_price,fuel_type_before,e20_usage_percent,temperature,traffic_level,region,e20_mileage,user_reported_e20_mileage
VH40314,DR40314,Maruti Suzuki WagonR,2017,1000,Manual,88687,1514,21.02,5,35,65,Moderate,55,109.9,E10 Blend,57,40,Medium,Tamil Nadu,19.78,19.4
VH40315,DR40315,Kia Seltos,2025,2694,Automatic,15602,370,13.99,43.7,73,27,Moderate,84,102.47,Petrol (E0),45,31,Medium,Delhi,13.69,13.99
VH40316,DR40316,Maruti Suzuki Celerio,2025,999,Manual,9679,5833,18.41,26.3,69,31,Aggressive,46,115.32,Petrol (E0),55,28,High,Rajasthan,18.06,17.8
VH40317,DR40317,Toyota Glanza,2011,1000,Manual,141616,563,18.39,8.5,76,24,Calm,79,98.22,Petrol (E0),59,33,Medium,Gujarat,17.93,18.39
VH40318,DR40318,Kia Carens,2026,1497,Manual,500,765,22.34,20.9,46,54,Calm,81,111.26,E10 Blend,5,25,Medium,Maharashtra,21.94,21.9
VH40319,DR40319,Toyota Glanza,2010,998,Manual,146680,3729,16.13,15,76,24,Calm,85,100.91,E10 Blend,15,29,High,Delhi,15.38,15.2
VH40320,DR40320,Maruti Suzuki Eeco,2010,1197,Automatic,144419,4649,13.89,33.3,26,74,Moderate,94,108.83,Petrol (E0),87,27,High,Tamil Nadu,12.68,13.3
VH40321,DR40321,Mahindra XUV300,2012,1199,Automatic,132008,1769,18.58,26.7,17,83,Moderate,11,109.23,E10 Blend,56,22,Medium,Maharashtra,18.14,17.8
VH40322,DR40322,Toyota Fortuner,2011,2755,Manual,147299,1799,12.32,51.8,53,47,Calm,41,107.97,Petrol (E0),83,24,Medium,Bihar,11.2,11.4
VH40323,DR40323,Hyundai i20,2015,998,Manual,108127,50,13.1,42.4,74,26,Aggressive,77,109.84,E10 Blend,38,28,High,Maharashtra,12.54,12.5
VH40324,DR40324,Toyota Urban Cruiser Hyryder,2013,2184,Automatic,130352,2333,10.88,27.4,56,44,Aggressive,56,114.5,Petrol (E0),41,23,Medium,Maharashtra,9.8,9.7
VH40325,DR40325,Toyota Innova Crysta,2019,2393,Manual,65362,426,17.41,31.6,50,50,Calm,45,94.66,Petrol (E0),62,33,Medium,Uttarakhand,16.74,15.8
VH40326,DR40326,Maruti Suzuki XL6,2025,1248,Manual,11910,3173,22.23,20.2,37,63,Moderate,36,116.24,Petrol (E0),53,40,Low,Madhya Pradesh,21.03,20.5
VH40327,DR40327,Honda City,2017,1199,Manual,81690,1060,18.41,43.8,54,46,Aggressive,84,115.94,E10 Blend,41,25,Low,Telangana,18.39,18.2
VH40328,DR40328,Maruti Suzuki Celerio,2012,799,Manual,130709,3242,17.86,41.3,16,84,Moderate,72,112.58,E10 Blend,67,19,High,Rajasthan,17.34,17.2
VH40329,DR40329,Tata Safari,2012,1497,Manual,136355,4902,15.2,31.3,8,92,Aggressive,80,107.98,Petrol (E0),80,27,Low,Kerala,14.49,15
VH40330,DR40330,MG Hector,2012,1497,Manual,137898,1223,14.36,52.1,62,38,Aggressive,49,104.25,E10 Blend,25,9,Medium,Punjab,13.96,14
VH40331,DR40331,Tata Tigor,2025,1248,Manual,3780,1466,21.51,38.5,65,35,Moderate,34,109.86,E10 Blend,41,26,Medium,Bihar,20.56,20.3
VH40332,DR40332,Maruti Suzuki Ignis,2025,998,Manual,13692,400,17.93,29.6,63,37,Aggressive,81,101.24,Petrol (E0),21,31,High,Gujarat,17.25,17.9
VH40333,DR40333,Renault Kiger,2025,1000,Manual,7246,1580,21.02,33,37,63,Aggressive,73,98.35,E10 Blend,65,23,Low,Assam,20.76,21
VH40334,DR40334,Maruti Suzuki S-Presso,2015,999,Automatic,107799,2039,19.85,6.5,64,36,Calm,44,112.35,Petrol (E0),82,25,Medium,Rajasthan,18.3,19.1
VH40335,DR40335,Skoda Slavia,2017,1197,Manual,82857,1187,17.11,17.8,52,48,Aggressive,49,97.95,E10 Blend,24,34,Medium,Assam,16.84,17
VH40336,DR40336,Honda WR-V,2025,1199,Manual,8028,4411,23.98,35.7,39,61,Calm,90,107.08,E10 Blend,25,30,Low,Tamil Nadu,23.9,23.98
VH40337,DR40337,MG Astor,2017,2755,Manual,83992,1871,14.98,36.8,59,41,Calm,53,104.81,E10 Blend,24,25,Medium,Tamil Nadu,14.37,14.8
VH40338,DR40338,Renault Kwid,2013,999,Manual,123073,1049,19.75,26.1,65,35,Calm,66,108.97,Petrol (E0),18,24,Low,Tamil Nadu,19.75,19.75
VH40339,DR40339,Maruti Suzuki Ertiga,2018,1498,Automatic,75071,7901,18.82,38.4,46,54,Calm,50,101.06,E10 Blend,21,27,Medium,Uttar Pradesh,18.39,17.8
VH40340,DR40340,Honda Elevate,2019,1498,Manual,69939,1106,16.51,5,68,32,Moderate,65,107.69,E10 Blend,69,26,Medium,Kerala,15.57,15.9
VH40341,DR40341,Toyota Innova Crysta,2014,2179,Manual,116623,2408,12,28.5,68,32,Aggressive,74,106.12,E10 Blend,66,29,Low,Kerala,11.35,11.9
VH40342,DR40342,Tata Nexon,2026,1197,Manual,500,9500,20.62,48.6,57,43,Moderate,69,113.57,Petrol (E0),30,42,High,Madhya Pradesh,20.62,20
VH40343,DR40343,Maruti Suzuki Eeco,2025,799,Manual,14166,9500,22.99,65.3,49,51,Moderate,88,101.78,Petrol (E0),14,11,Medium,Delhi,22.9,22.99
VH40344,DR40344,Maruti Suzuki Ignis,2026,999,Manual,7037,9500,22.8,34.8,70,30,Moderate,46,106.06,E10 Blend,6,25,Medium,Bihar,22.29,21.3
VH40345,DR40345,Tata Altroz,2010,1498,Automatic,151263,5162,16.34,69.3,40,60,Moderate,30,93.03,E10 Blend,62,25,Medium,Uttarakhand,15.13,15.4
VH40346,DR40346,Hyundai Alcazar,2017,1462,Manual,91210,485,15.31,48.1,60,40,Aggressive,88,112.17,E10 Blend,13,40,Medium,Maharashtra,15.05,14.2
VH40347,DR40347,Mahindra Bolero,2018,2694,Automatic,86249,8435,12.14,54,42,58,Moderate,35,111.29,E10 Blend,60,29,Medium,Karnataka,11.8,12
VH40348,DR40348,Tata Nexon,2010,1497,Manual,148724,475,13.2,34.5,59,41,Aggressive,40,107.67,Petrol (E0),66,32,Medium,Tamil Nadu,12.82,12.4
VH40349,DR40349,Hyundai Alcazar,2025,1498,Manual,16069,8219,24.03,28,33,67,Calm,57,99.19,Petrol (E0),53,28,Low,Uttar Pradesh,22.96,22.7
VH40350,DR40350,Maruti Suzuki Eeco,2013,799,Automatic,127281,1222,18.67,48.9,54,46,Moderate,53,95.88,Petrol (E0),19,12,Medium,Uttarakhand,18.63,18.3
VH40351,DR40351,Maruti Suzuki Ignis,2025,998,Automatic,11862,7527,20.25,32.7,83,17,Moderate,49,104.5,Petrol (E0),58,31,Medium,Kerala,19.08,18.9
VH40352,DR40352,Tata Altroz,2024,1373,Automatic,21810,8061,18.35,8.5,76,24,Moderate,49,100.45,Petrol (E0),68,29,Low,Uttar Pradesh,18.3,18.35
VH40353,DR40353,Mahindra Bolero Neo,2026,2184,Manual,792,986,18.11,24.1,48,52,Moderate,65,107.59,E10 Blend,2,23,Medium,Odisha,18.11,17.9
VH40354,DR40354,Kia Sonet,2011,1451,Manual,141118,4657,18.23,31.7,65,35,Calm,87,99.34,E10 Blend,63,18,Low,Uttar Pradesh,17.21,18
VH40355,DR40355,Hyundai Exter,2022,1373,Manual,35719,3360,18.85,53.7,64,36,Calm,58,93.72,E10 Blend,80,21,High,Uttarakhand,17.25,17.4
VH40356,DR40356,Maruti Suzuki XL6,2022,1199,Manual,38346,4554,23.36,42.6,41,59,Calm,87,99.61,Petrol (E0),17,29,Low,Assam,23.01,22.5
VH40357,DR40357,Mahindra Bolero,2021,1498,Manual,46966,9500,18.48,29.5,40,60,Moderate,56,102.69,Petrol (E0),33,32,Medium,Delhi,18.17,18.4
VH40358,DR40358,Mahindra Bolero Neo,2026,2393,Automatic,6116,272,18.36,40.2,41,59,Moderate,21,91.4,Petrol (E0),36,26,Low,Uttarakhand,17.94,17.7
VH40359,DR40359,Kia Carens,2014,1198,Manual,113372,4599,17.94,32.9,55,45,Calm,93,115.43,Petrol (E0),33,25,High,Madhya Pradesh,16.43,15.8
VH40360,DR40360,Maruti Suzuki Fronx,2024,1373,Automatic,16343,643,14.97,15.4,53,47,Aggressive,65,105,Petrol (E0),62,34,High,Gujarat,14.56,14.6
VH40361,DR40361,Tata Punch,2011,799,Manual,141719,752,14.81,38.7,98,2,Aggressive,73,115.11,Petrol (E0),27,26,Medium,West Bengal,14.6,13.6
VH40362,DR40362,Maruti Suzuki Alto K10,2016,1197,Automatic,92883,113,20.06,5,20,80,Calm,44,101.29,Petrol (E0),54,25,High,Punjab,18.7,19
VH40363,DR40363,Hyundai Verna,2017,1197,Manual,81374,554,19.94,28.2,60,40,Moderate,31,114.57,Petrol (E0),41,26,Medium,West Bengal,19.55,19.5
VH40364,DR40364,Maruti Suzuki S-Presso,2012,998,Manual,130731,3456,17.69,24.1,62,38,Moderate,61,112.26,Petrol (E0),15,29,High,Karnataka,17.22,16.1
VH40365,DR40365,Toyota Innova Crysta,2010,2393,Manual,146566,2550,9.45,32.3,57,43,Aggressive,81,114.23,Petrol (E0),57,21,Medium,Madhya Pradesh,9.43,9.4
VH40366,DR40366,Hyundai Venue,2018,1248,Automatic,76112,5603,16.58,11.1,58,42,Moderate,73,106.54,Petrol (E0),38,23,Medium,Kerala,16.19,15.9
VH40367,DR40367,Tata Altroz,2016,1451,Manual,96255,1989,14.54,19.4,72,28,Moderate,64,104.5,Petrol (E0),47,40,High,Uttar Pradesh,14.1,13.1
VH40368,DR40368,Skoda Slavia,2023,1498,Manual,30336,3274,18.31,52.6,69,31,Moderate,66,112.22,Petrol (E0),31,27,Medium,Karnataka,18.05,17.5
VH40369,DR40369,Toyota Glanza,2023,1000,Manual,31664,940,22.82,5,44,56,Moderate,11,116.07,E10 Blend,62,21,Medium,Telangana,21.99,22.3
VH40370,DR40370,Maruti Suzuki WagonR,2024,799,Manual,12988,183,24,5,46,54,Calm,78,113.51,Petrol (E0),17,25,Medium,West Bengal,24,23
VH40371,DR40371,Tata Harrier,2016,1497,Automatic,92209,216,18.8,49.3,43,57,Calm,63,106.2,E10 Blend,53,44,Medium,Bihar,18.41,18.4
VH40372,DR40372,Hyundai Alcazar,2018,2755,Automatic,72023,8142,8,11.2,51,49,Aggressive,57,110.36,Petrol (E0),55,24,High,Karnataka,7.55,7.4
VH40373,DR40373,Mahindra Bolero Neo,2013,1956,Automatic,120395,190,15.12,31.5,42,58,Moderate,42,108.59,E10 Blend,40,28,Medium,Karnataka,14.68,14.2
VH40374,DR40374,Maruti Suzuki Ignis,2013,1000,Manual,121134,4825,16.13,27.7,48,52,Aggressive,87,110.05,E10 Blend,9,28,Low,Bihar,15.96,16
VH40375,DR40375,Mahindra Bolero Neo,2016,2198,Automatic,99873,198,13.83,68,51,49,Moderate,69,109.34,Petrol (E0),44,30,Medium,Tamil Nadu,13.83,13.8
VH40376,DR40376,Tata Punch,2018,799,Manual,75981,54,21.95,16.6,44,56,Moderate,52,107.18,Petrol (E0),16,33,Low,Odisha,21.57,21.6
VH40377,DR40377,Tata Safari,2019,2982,Manual,75228,965,13.17,44.5,22,78,Moderate,24,99.52,Petrol (E0),56,27,Medium,Uttar Pradesh,12.31,12.3
VH40378,DR40378,Hyundai Verna,2020,1199,Manual,59689,2216,21.86,22.8,46,54,Calm,59,112.63,E10 Blend,11,27,Medium,West Bengal,21.38,21.4
VH40379,DR40379,Tata Punch,2017,999,Automatic,91710,3447,19.59,12,47,53,Moderate,23,101.27,Petrol (E0),71,17,Medium,Assam,18.27,18.8
VH40380,DR40380,Tata Nexon,2012,1248,Manual,128879,3888,17.02,30.1,53,47,Moderate,76,99.57,Petrol (E0),54,25,Medium,Punjab,16.36,16.2
VH40381,DR40381,Maruti Suzuki Brezza,2021,1198,Manual,50820,2592,16.17,11,79,21,Aggressive,81,107.11,E10 Blend,54,31,Medium,Tamil Nadu,15.38,14.9
VH40382,DR40382,Maruti Suzuki Celerio,2019,1197,Manual,63070,808,17.57,30.8,23,77,Aggressive,94,102.41,E10 Blend,59,26,Medium,Gujarat,17.03,17.2
VH40383,DR40383,Hyundai Venue,2010,1248,Automatic,154768,8959,14.99,39.2,27,73,Moderate,92,99.65,E10 Blend,7,22,High,Chhattisgarh,14.86,14.99
VH40384,DR40384,Maruti Suzuki Baleno,2019,1497,Manual,70218,1398,13.58,36.8,97,3,Aggressive,66,117.39,E10 Blend,37,24,Medium,West Bengal,13.58,13.58
VH40385,DR40385,Hyundai Santro,2016,998,Manual,91595,1805,22.62,47.9,19,81,Calm,59,102.38,E10 Blend,61,36,Low,Chhattisgarh,21.46,21.3
VH40386,DR40386,Maruti Suzuki Ignis,2025,1197,Manual,12511,5241,22.95,25.9,63,37,Calm,66,101.7,Petrol (E0),77,20,Low,Uttar Pradesh,21.87,21.2
VH40387,DR40387,Hyundai Creta,2023,2694,Manual,27082,50,14.09,17.3,53,47,Calm,65,103.5,E10 Blend,79,33,High,Gujarat,13.59,13.1
VH40388,DR40388,Mahindra Scorpio-N,2020,2184,Manual,62501,265,17.35,34.7,65,35,Calm,46,113.38,E10 Blend,38,24,Medium,West Bengal,16.93,15.5
VH40389,DR40389,Hyundai i20,2018,1197,Manual,75802,648,19.71,72.4,77,23,Moderate,83,114.27,Petrol (E0),33,32,Low,Telangana,19.71,18.8
VH40390,DR40390,Mahindra XUV700,2026,1956,Manual,2983,2125,17.91,40.4,22,78,Moderate,68,115.2,Petrol (E0),43,23,High,Karnataka,17.45,17.6
VH40391,DR40391,Maruti Suzuki Ertiga,2018,2184,Automatic,75788,9500,12.01,5,75,25,Moderate,56,110.58,E10 Blend,49,29,High,Maharashtra,11.32,11.5
VH40392,DR40392,Mahindra XUV700,2019,2982,Automatic,72376,89,9.71,18.6,29,71,Moderate,73,110.11,Petrol (E0),7,22,High,Maharashtra,9.47,9.2
VH40393,DR40393,Honda Amaze,2016,1248,Manual,95378,703,17.48,34.1,38,62,Moderate,67,115.06,Petrol (E0),67,37,High,Rajasthan,16.81,16.1
VH40394,DR40394,Tata Altroz,2021,1498,Manual,49321,4156,22.76,44.2,42,58,Calm,58,108.79,E10 Blend,55,30,Low,Kerala,22.2,22.6
VH40395,DR40395,Maruti Suzuki Baleno,2018,1373,Manual,71499,8341,19.55,16.2,45,55,Calm,52,110.3,E10 Blend,44,31,Medium,Maharashtra,19.14,18.3
VH40396,DR40396,Toyota Rumion,2015,2198,Automatic,99991,826,15.67,66,84,16,Calm,55,103.95,E10 Blend,91,17,Medium,Uttar Pradesh,14.8,14.5
VH40397,DR40397,Maruti Suzuki Eeco,2019,1197,Manual,67347,2167,15.41,13.7,43,57,Aggressive,67,105.62,Petrol (E0),55,33,High,Gujarat,14.4,13.7
VH40398,DR40398,Maruti Suzuki Eeco,2020,999,Manual,61403,2348,21.48,58.2,50,50,Moderate,82,106.57,Petrol (E0),81,21,Medium,Bihar,20.47,20.9
VH40399,DR40399,Hyundai Santro,2023,1197,Automatic,31476,669,22.6,50.3,36,64,Moderate,58,114.61,E10 Blend,45,31,Low,West Bengal,22.11,21.7
VH40400,DR40400,Hyundai Santro,2017,998,Manual,82595,2308,17.33,48.6,55,45,Aggressive,89,113.15,Petrol (E0),51,25,Low,Maharashtra,16.66,16.7
VH40401,DR40401,Maruti Suzuki Swift,2020,999,Manual,57871,8012,21.9,47.8,10,90,Moderate,22,99.45,Petrol (E0),56,27,Low,Assam,21.9,21.7
VH40402,DR40402,Maruti Suzuki Baleno,2024,1497,Manual,17128,344,21.68,62.2,20,80,Moderate,8,106.5,E10 Blend,64,24,Low,Maharashtra,20.4,20.3
VH40403,DR40403,Skoda Slavia,2019,1198,Manual,67310,3633,15.13,22.2,90,10,Moderate,66,110.47,E10 Blend,48,31,High,Maharashtra,15.13,14.7
VH40404,DR40404,Renault Kiger,2021,999,Manual,44963,320,20.03,6.5,58,42,Moderate,26,112.6,E10 Blend,39,31,High,Karnataka,19.56,19.4
VH40405,DR40405,Jeep Compass,2018,1997,Manual,77280,636,14.29,21.9,74,26,Moderate,55,108.07,Petrol (E0),68,32,Medium,Tamil Nadu,13.97,14
VH40406,DR40406,Hyundai Alcazar,2024,1497,Manual,27370,9500,21.3,70.5,66,34,Calm,57,102.11,E10 Blend,54,21,Medium,Chhattisgarh,19.38,19.3
VH40407,DR40407,Hyundai Verna,2026,1497,Automatic,500,156,21.2,53.3,52,48,Moderate,39,115.66,E10 Blend,30,29,Low,West Bengal,20.42,20.4
VH40408,DR40408,Mahindra XUV700,2015,1497,Automatic,107559,2053,15.53,23.3,66,34,Moderate,85,111.58,E10 Blend,66,22,Medium,Maharashtra,15.2,14.5
VH40409,DR40409,Toyota Urban Cruiser Hyryder,2018,2179,Manual,71919,1805,17.87,30.8,54,46,Calm,41,104.5,Petrol (E0),62,26,Low,Punjab,17.78,17.3
VH40410,DR40410,Maruti Suzuki S-Presso,2023,1197,Manual,34479,124,18.69,68.4,35,65,Aggressive,59,112.31,E10 Blend,60,15,Medium,Rajasthan,18.29,18.69
VH40411,DR40411,Hyundai Alcazar,2018,2694,Manual,77051,4494,14.07,20.4,32,68,Calm,35,108.77,E10 Blend,54,30,High,Bihar,13.45,13.8
VH40412,DR40412,Hyundai i20,2022,799,Manual,31265,6395,23.51,10.9,64,36,Calm,95,112.62,Petrol (E0),65,27,Low,Karnataka,22.5,21.9
VH40413,DR40413,Maruti Suzuki Brezza,2021,1248,Manual,45953,4705,20.37,22.9,31,69,Moderate,53,104.45,Petrol (E0),61,45,Medium,Gujarat,19.39,18.6
VH40414,DR40414,Maruti Suzuki Ignis,2016,1000,Manual,93694,4109,19.19,51.1,53,47,Moderate,67,100.47,E10 Blend,25,37,High,Punjab,18.7,18.5
VH40415,DR40415,Tata Altroz,2012,1248,Manual,128201,4944,17.05,8.9,40,60,Moderate,64,116.22,E10 Blend,83,44,Low,Rajasthan,16.58,15.2
VH40416,DR40416,Hyundai i20,2025,999,Manual,10287,5874,23.36,41.5,32,68,Calm,34,104.15,E10 Blend,77,33,High,Gujarat,22.33,22.8
VH40417,DR40417,Hyundai Exter,2026,1199,Automatic,500,3143,21.25,34.8,64,36,Calm,64,110,E10 Blend,64,29,Medium,Karnataka,20.53,20
VH40418,DR40418,MG Hector,2012,1956,Manual,128114,152,10.87,17,61,39,Aggressive,80,97.8,Petrol (E0),44,34,Medium,Uttar Pradesh,10,10.3
VH40419,DR40419,Mahindra Marazzo,2025,2179,Manual,6337,264,17.78,40.8,47,53,Moderate,68,109.55,Petrol (E0),25,27,Medium,Maharashtra,17.23,17
VH40420,DR40420,Maruti Suzuki Ignis,2021,1197,Manual,44348,355,21.95,50.6,32,68,Moderate,62,114.86,Petrol (E0),5,32,Low,Telangana,21.95,21.9
VH40421,DR40421,Tata Nexon,2015,1199,Manual,106674,2335,17.12,45.1,52,48,Moderate,80,114.15,Petrol (E0),75,25,Medium,West Bengal,16.48,16.7
VH40422,DR40422,Toyota Fortuner,2017,2198,Manual,83386,989,15.73,25.4,63,37,Calm,49,114.75,E10 Blend,37,20,Low,Rajasthan,15.66,15.7
VH40423,DR40423,Maruti Suzuki XL6,2013,1197,Manual,121498,3290,21.47,55.4,51,49,Calm,77,99.85,Petrol (E0),75,24,Low,Uttar Pradesh,20.27,20.5
VH40424,DR40424,Mahindra Bolero Neo,2011,2755,Manual,144953,3730,8,40.7,56,44,Aggressive,52,114.42,E10 Blend,66,39,Low,Rajasthan,7.41,7.5
VH40425,DR40425,Hyundai Venue,2025,1451,Manual,12682,7260,19.88,7.6,64,36,Moderate,41,103.11,Petrol (E0),82,22,Medium,Assam,18.82,18.7
VH40426,DR40426,Tata Safari,2010,1956,Manual,153590,305,14.44,22.7,72,28,Moderate,87,114.5,Petrol (E0),52,33,Low,Maharashtra,13.97,13.8
VH40427,DR40427,Maruti Suzuki Ignis,2024,998,Manual,10677,2089,23.13,28.7,39,61,Calm,67,104.81,E10 Blend,27,22,Medium,Gujarat,23.07,22.9
VH40428,DR40428,Maruti Suzuki Dzire,2015,1199,Automatic,97175,1659,17.51,41.4,64,36,Moderate,63,108.93,Petrol (E0),54,22,Low,Maharashtra,16.81,16.6
VH40429,DR40429,Maruti Suzuki WagonR,2023,1000,Manual,21900,9500,23.72,44.1,25,75,Calm,90,101.87,Petrol (E0),75,30,Low,Chhattisgarh,22.72,22.8
VH40430,DR40430,Maruti Suzuki Ignis,2010,1000,Manual,149119,1227,17.18,32.7,29,71,Moderate,81,102.49,Petrol (E0),89,38,High,Delhi,16.32,16.8
VH40431,DR40431,Maruti Suzuki Eeco,2012,1000,Automatic,124692,2195,19.11,57.5,53,47,Calm,61,101.66,Petrol (E0),66,15,Medium,Delhi,17.85,17.6
VH40432,DR40432,Maruti Suzuki S-Presso,2010,1000,Manual,153224,799,18.38,46,57,43,Moderate,60,108.32,Petrol (E0),42,23,Medium,Maharashtra,18,17.8
VH40433,DR40433,Maruti Suzuki Dzire,2011,1498,Manual,144839,5435,13.61,36.8,57,43,Aggressive,84,105.75,Petrol (E0),43,33,Medium,Tamil Nadu,13.07,12.9
VH40434,DR40434,Tata Altroz,2015,1451,Manual,94402,3125,18.39,35.4,43,57,Moderate,43,115.06,Petrol (E0),52,29,Medium,West Bengal,18.12,17.7
VH40435,DR40435,Tata Punch,2021,1000,Manual,47320,975,22.34,46.1,48,52,Moderate,40,98.54,Petrol (E0),48,22,Medium,Assam,21.28,20.5
VH40436,DR40436,Tata Altroz,2014,1498,Manual,120906,1819,18.77,5,25,75,Calm,68,104.07,Petrol (E0),47,43,Medium,Uttar Pradesh,17.88,18.1
VH40437,DR40437,Maruti Suzuki S-Presso,2011,1197,Automatic,142597,6729,11.16,31.3,100,0,Moderate,77,95.06,E10 Blend,8,24,High,Uttarakhand,10.95,10.9
VH40438,DR40438,Skoda Kushaq,2022,1199,Automatic,30998,804,22.41,33.7,31,69,Calm,79,100.02,Petrol (E0),40,18,Low,Uttar Pradesh,22.1,22.1
VH40439,DR40439,Mahindra Thar,2025,2982,Manual,3868,4656,13.59,35.8,60,40,Calm,66,112.95,Petrol (E0),56,33,High,Rajasthan,13.08,12.7
VH40440,DR40440,Hyundai Aura,2023,1000,Manual,26627,3020,19.62,5,26,74,Aggressive,76,109.18,Petrol (E0),32,26,Low,Odisha,19.33,18.4
VH40441,DR40441,Maruti Suzuki Eeco,2010,1000,Manual,151294,5325,19.98,52.9,34,66,Moderate,22,109.69,E10 Blend,13,30,Medium,Bihar,19.98,19.7
VH40442,DR40442,Mahindra Thar,2020,2694,Automatic,57551,1028,12.88,47.5,48,52,Moderate,42,114.08,E10 Blend,62,19,Medium,Maharashtra,12.54,11.8
VH40443,DR40443,Tata Altroz,2024,1373,Manual,12141,2896,20.2,39.2,75,25,Moderate,97,101.73,Petrol (E0),28,41,Low,Punjab,19.55,19.7
VH40444,DR40444,Hyundai Creta,2015,2694,Manual,108270,3824,10.71,40.7,40,60,Aggressive,71,114.62,E10 Blend,34,18,Low,Madhya Pradesh,10.53,9.8
VH40445,DR40445,Maruti Suzuki Swift,2026,799,Manual,500,9166,20.65,35,51,49,Aggressive,67,116.33,Petrol (E0),45,14,Medium,West Bengal,20.27,20.1
VH40446,DR40446,Tata Safari,2021,1997,Manual,49208,1626,16.55,5,82,18,Calm,36,112.09,E10 Blend,26,33,High,Rajasthan,16.48,16.2
VH40447,DR40447,Hyundai Grand i10 Nios,2010,998,Manual,156777,2275,12.21,41.8,55,45,Aggressive,55,103.64,Petrol (E0),61,37,High,Chhattisgarh,11.63,11.1
VH40448,DR40448,Hyundai Exter,2025,1197,Manual,13970,1692,24.12,66,59,41,Calm,54,112.1,E10 Blend,42,33,Low,West Bengal,23.4,23.2
VH40449,DR40449,Mahindra XUV700,2019,1997,Manual,69325,2879,17.57,17.8,52,48,Calm,52,113.54,Petrol (E0),4,21,Medium,Karnataka,17.25,17.4
VH40450,DR40450,Mahindra Bolero Neo,2011,1997,Manual,147188,1879,11.7,17.8,60,40,Moderate,82,105.13,E10 Blend,43,27,High,Kerala,11.25,10.1
VH40451,DR40451,Tata Harrier,2012,2694,Automatic,137553,3733,8,10.2,58,42,Aggressive,94,117.31,E10 Blend,28,38,High,Rajasthan,7.62,7.2
VH40452,DR40452,Tata Altroz,2016,1373,Manual,93375,3022,18.21,5,36,64,Moderate,52,103.18,Petrol (E0),15,13,Medium,Uttar Pradesh,17.95,17.3
VH40453,DR40453,Tata Safari,2010,1997,Manual,153233,1612,11.41,32.3,63,37,Moderate,62,114.55,Petrol (E0),15,27,High,Madhya Pradesh,11.33,10.8
VH40454,DR40454,Maruti Suzuki S-Presso,2018,1000,Manual,79607,115,20.9,59.1,54,46,Moderate,74,105.1,Petrol (E0),37,26,Medium,Uttar Pradesh,20.48,20.8
VH40455,DR40455,Mahindra Bolero Neo,2012,2393,Manual,133273,1789,8,17.5,63,37,Aggressive,53,114.96,Petrol (E0),18,26,High,Karnataka,8,8
VH40456,DR40456,Maruti Suzuki Brezza,2014,1498,Manual,117570,723,17.86,32.1,45,55,Moderate,25,98.64,Petrol (E0),56,24,Medium,Punjab,17.86,17.86
VH40457,DR40457,Mahindra Bolero Neo,2010,2982,Automatic,147407,273,10.22,52.3,14,86,Moderate,78,115.7,E10 Blend,56,26,Medium,Karnataka,10.22,9.8
VH40458,DR40458,Maruti Suzuki XL6,2011,1373,Automatic,140464,5216,16.44,48.4,65,35,Moderate,38,107.37,Petrol (E0),80,31,Low,Bihar,16.04,15.8
VH40459,DR40459,Hyundai Grand i10 Nios,2014,1197,Manual,114768,828,16.23,27.1,54,46,Moderate,76,103.13,E10 Blend,35,35,High,Uttar Pradesh,15.81,14.8
VH40460,DR40460,Hyundai Grand i10 Nios,2026,999,Manual,2231,360,25.03,54.9,54,46,Calm,34,103.4,E10 Blend,74,32,Medium,Gujarat,23.58,22.8
VH40461,DR40461,Maruti Suzuki Brezza,2025,1199,Automatic,9188,8212,20.9,47.8,35,65,Moderate,48,115.83,Petrol (E0),33,40,Medium,Telangana,20.37,20.8
VH40462,DR40462,Hyundai Creta,2017,1462,Manual,84962,3362,17.6,41.2,38,62,Moderate,56,115.52,E10 Blend,49,38,High,Telangana,17.02,16.6
VH40463,DR40463,Tata Altroz,2022,1373,Manual,38045,4598,18.25,5,44,56,Moderate,58,115.64,Petrol (E0),56,33,High,Madhya Pradesh,17.56,17.8
VH40464,DR40464,Maruti Suzuki WagonR,2024,799,Automatic,24296,6387,18.53,18.2,65,35,Aggressive,49,113.48,E10 Blend,8,30,Low,Karnataka,18.52,17.8
VH40465,DR40465,Maruti Suzuki Brezza,2015,1248,Manual,102266,3035,21.19,31.9,42,58,Calm,71,110.38,E10 Blend,68,23,Low,Odisha,19.84,19.3
VH40466,DR40466,Maruti Suzuki Celerio,2024,1197,Automatic,20239,8621,19.7,5,65,35,Moderate,79,101.81,Petrol (E0),61,23,Medium,Uttar Pradesh,18.47,17.3
VH40467,DR40467,Mahindra Bolero Neo,2017,2694,Manual,86280,2631,12.4,61.9,64,36,Moderate,82,110,E10 Blend,65,14,Medium,Rajasthan,11.42,10.8
VH40468,DR40468,Honda Elevate,2022,1373,Manual,34594,2247,17.76,45.7,36,64,Moderate,72,107.41,Petrol (E0),27,23,High,Odisha,17.76,17.4
VH40469,DR40469,Maruti Suzuki Swift,2020,998,Manual,57444,6156,17.8,45.2,56,44,Aggressive,33,103.35,E10 Blend,23,25,Medium,Uttar Pradesh,17.24,17.8
